,response,noun,predicate,adjective,polarity,nounclass,firstutterance,slide_number,language,enjoyment,age,gender,education,comments,Browser,OS,screenH,screenW,time_in_minutes,participant_id,asses
12,0.98,man,"{'positive': 'friendly', 'NPositive': 'not friendly', 'negative': 'unfriendly', 'NNegative': 'not unfriendly'}",unfriendly,negative,people,is,15,English,1,33,Female,3,,Safari,Mac,1107,1710,2.3092333333333332,7,Confused
13,0.98,woman,"{'positive': 'happy', 'NPositive': 'not happy', 'negative': 'sad', 'NNegative': 'not sad'}",sad,negative,people,is,16,English,1,33,Female,3,,Safari,Mac,1107,1710,2.3092333333333332,7,Confused
14,0.93,group,"{'positive': 'polite', 'NPositive': 'not polite', 'negative': 'rude', 'NNegative': 'not rude'}",rude,negative,people,is,17,English,1,33,Female,3,,Safari,Mac,1107,1710,2.3092333333333332,7,Confused
15,0.92,university,"{'positive': 'strong', 'NPositive': 'not strong', 'negative': 'weak', 'NNegative': 'not weak'}",strong,positive,organization,is not,18,English,1,33,Female,3,,Safari,Mac,1107,1710,2.3092333333333332,7,Confused
16,0.98,woman,"{'positive': 'lucky', 'NPositive': 'not lucky', 'negative': 'unlucky', 'NNegative': 'not unlucky'}",lucky,positive,people,is not,19,English,1,33,Female,3,,Safari,Mac,1107,1710,2.3092333333333332,7,Confused
17,0.98,woman,"{'positive': 'satisfactory', 'NPositive': 'not satisfactory', 'negative': 'frustrating', 'NNegative': 'not frustrating'}",frustrating,negative,people,is not,20,English,1,33,Female,3,,Safari,Mac,1107,1710,2.3092333333333332,7,Confused
18,0.98,dorm,"{'positive': 'accurate', 'NPositive': 'not accurate', 'negative': 'inaccurate', 'NNegative': 'not inaccurate'}",accurate,positive,organization,is,21,English,1,33,Female,3,,Safari,Mac,1107,1710,2.3092333333333332,7,Confused
19,0.88,group,"{'positive': 'possible', 'NPositive': 'not possible', 'negative': 'impossible', 'NNegative': 'not impossible'}",possible,positive,people,is,22,English,1,33,Female,3,,Safari,Mac,1107,1710,2.3092333333333332,7,Confused
0,0.3,design,"{'positive': 'polite', 'NPositive': 'not polite', 'negative': 'rude', 'NNegative': 'not rude'}",polite,positive,organization,is not,3,English,2,23,Female,3,,Chrome,Mac,900,1440,1.2968,8,Yes
1,0.38,dorm,"{'positive': 'accurate', 'NPositive': 'not accurate', 'negative': 'inaccurate', 'NNegative': 'not inaccurate'}",accurate,positive,organization,is not,4,English,2,23,Female,3,,Chrome,Mac,900,1440,1.2968,8,Yes
2,0.38,dorm,"{'positive': 'useful', 'NPositive': 'not useful', 'negative': 'useless', 'NNegative': 'not useless'}",useless,negative,organization,is,5,English,2,23,Female,3,,Chrome,Mac,900,1440,1.2968,8,Yes
3,0.5,team,"{'positive': 'satisfactory', 'NPositive': 'not satisfactory', 'negative': 'frustrating', 'NNegative': 'not frustrating'}",satisfactory,positive,people,is not,6,English,2,23,Female,3,,Chrome,Mac,900,1440,1.2968,8,Yes
4,0.11,government,"{'positive': 'long', 'NPositive': 'not long', 'negative': 'short', 'NNegative': 'not short'}",short,negative,organization,is,7,English,2,23,Female,3,,Chrome,Mac,900,1440,1.2968,8,Yes
5,0.75,design,"{'positive': 'satisfactory', 'NPositive': 'not satisfactory', 'negative': 'unsatisfactory', 'NNegative': 'not unsatisfactory'}",satisfactory,positive,organization,is,8,English,2,23,Female,3,,Chrome,Mac,900,1440,1.2968,8,Yes
6,0.89,person,"{'positive': 'kind', 'NPositive': 'not kind', 'negative': 'mean', 'NNegative': 'not mean'}",mean,negative,people,is not,9,English,2,23,Female,3,,Chrome,Mac,900,1440,1.2968,8,Yes
7,0.89,person,"{'positive': 'interesting', 'NPositive': 'not interesting', 'negative': 'uninteresting', 'NNegative': 'not uninteresting'}",interesting,positive,people,is,10,English,2,23,Female,3,,Chrome,Mac,900,1440,1.2968,8,Yes
8,0.26,country,"{'positive': 'possible', 'NPositive': 'not possible', 'negative': 'impossible', 'NNegative': 'not impossible'}",possible,positive,organization,is,11,English,2,23,Female,3,,Chrome,Mac,900,1440,1.2968,8,Yes
9,0.91,design,"{'positive': 'happy', 'NPositive': 'not happy', 'negative': 'sad', 'NNegative': 'not sad'}",happy,positive,organization,is,12,English,2,23,Female,3,,Chrome,Mac,900,1440,1.2968,8,Yes
10,0.81,person,"{'positive': 'lucky', 'NPositive': 'not lucky', 'negative': 'unlucky', 'NNegative': 'not unlucky'}",unlucky,negative,people,is not,13,English,2,23,Female,3,,Chrome,Mac,900,1440,1.2968,8,Yes
11,0.16,group,"{'positive': 'rich', 'NPositive': 'not rich', 'negative': 'poor', 'NNegative': 'not poor'}",poor,negative,people,is not,14,English,2,23,Female,3,,Chrome,Mac,900,1440,1.2968,8,Yes
12,0.14,government,"{'positive': 'happy', 'NPositive': 'not happy', 'negative': 'unhappy', 'NNegative': 'not unhappy'}",unhappy,negative,organization,is,15,English,2,23,Female,3,,Chrome,Mac,900,1440,1.2968,8,Yes
13,0.68,dorm,"{'positive': 'tall', 'NPositive': 'not tall', 'negative': 'short', 'NNegative': 'not short'}",tall,positive,organization,is,16,English,2,23,Female,3,,Chrome,Mac,900,1440,1.2968,8,Yes
14,0.86,person,"{'positive': 'good', 'NPositive': 'not good', 'negative': 'bad', 'NNegative': 'not bad'}",bad,negative,people,is not,17,English,2,23,Female,3,,Chrome,Mac,900,1440,1.2968,8,Yes
15,0.94,woman,"{'positive': 'friendly', 'NPositive': 'not friendly', 'negative': 'unfriendly', 'NNegative': 'not unfriendly'}",friendly,positive,people,is not,18,English,2,23,Female,3,,Chrome,Mac,900,1440,1.2968,8,Yes
16,0.8,man,"{'positive': 'strong', 'NPositive': 'not strong', 'negative': 'weak', 'NNegative': 'not weak'}",weak,negative,people,is,19,English,2,23,Female,3,,Chrome,Mac,900,1440,1.2968,8,Yes
17,0.79,man,"{'positive': 'fair', 'NPositive': 'not fair', 'negative': 'unfair', 'NNegative': 'not unfair'}",unfair,negative,people,is not,20,English,2,23,Female,3,,Chrome,Mac,900,1440,1.2968,8,Yes
18,0.92,person,"{'positive': 'certain', 'NPositive': 'not certain', 'negative': 'uncertain', 'NNegative': 'not uncertain'}",uncertain,negative,people,is not,21,English,2,23,Female,3,,Chrome,Mac,900,1440,1.2968,8,Yes
19,0.73,man,"{'positive': 'polite', 'NPositive': 'not polite', 'negative': 'impolite', 'NNegative': 'not impolite'}",impolite,negative,people,is,22,English,2,23,Female,3,,Chrome,Mac,900,1440,1.2968,8,Yes
0,0.15,government,"{'positive': 'accurate', 'NPositive': 'not accurate', 'negative': 'inaccurate', 'NNegative': 'not inaccurate'}",accurate,positive,organization,is,3,English,1,23,Female,3,,Chrome,Mac,1117,1728,1.9776333333333334,9,Yes
1,0.1,university,"{'positive': 'long', 'NPositive': 'not long', 'negative': 'short', 'NNegative': 'not short'}",short,negative,organization,is not,4,English,1,23,Female,3,,Chrome,Mac,1117,1728,1.9776333333333334,9,Yes
2,0.96,government,"{'positive': 'rich', 'NPositive': 'not rich', 'negative': 'poor', 'NNegative': 'not poor'}",rich,positive,organization,is,5,English,1,23,Female,3,,Chrome,Mac,1117,1728,1.9776333333333334,9,Yes
3,0.48,dorm,"{'positive': 'polite', 'NPositive': 'not polite', 'negative': 'impolite', 'NNegative': 'not impolite'}",polite,positive,organization,is not,6,English,1,23,Female,3,,Chrome,Mac,1117,1728,1.9776333333333334,9,Yes
4,0.03,group,"{'positive': 'possible', 'NPositive': 'not possible', 'negative': 'impossible', 'NNegative': 'not impossible'}",possible,positive,people,is,7,English,1,23,Female,3,,Chrome,Mac,1117,1728,1.9776333333333334,9,Yes
5,0.92,government,"{'positive': 'useful', 'NPositive': 'not useful', 'negative': 'useless', 'NNegative': 'not useless'}",useful,positive,organization,is not,8,English,1,23,Female,3,,Chrome,Mac,1117,1728,1.9776333333333334,9,Yes
6,0.94,team,"{'positive': 'polite', 'NPositive': 'not polite', 'negative': 'rude', 'NNegative': 'not rude'}",polite,positive,people,is not,9,English,1,23,Female,3,,Chrome,Mac,1117,1728,1.9776333333333334,9,Yes
7,0.91,group,"{'positive': 'happy', 'NPositive': 'not happy', 'negative': 'unhappy', 'NNegative': 'not unhappy'}",happy,positive,people,is not,10,English,1,23,Female,3,,Chrome,Mac,1117,1728,1.9776333333333334,9,Yes
8,0.01,team,"{'positive': 'tall', 'NPositive': 'not tall', 'negative': 'short', 'NNegative': 'not short'}",tall,positive,people,is,11,English,1,23,Female,3,,Chrome,Mac,1117,1728,1.9776333333333334,9,Yes
9,0.91,team,"{'positive': 'lucky', 'NPositive': 'not lucky', 'negative': 'unlucky', 'NNegative': 'not unlucky'}",lucky,positive,people,is,12,English,1,23,Female,3,,Chrome,Mac,1117,1728,1.9776333333333334,9,Yes
10,0.64,woman,"{'positive': 'strong', 'NPositive': 'not strong', 'negative': 'weak', 'NNegative': 'not weak'}",weak,negative,people,is,13,English,1,23,Female,3,,Chrome,Mac,1117,1728,1.9776333333333334,9,Yes
11,0.99,government,"{'positive': 'satisfactory', 'NPositive': 'not satisfactory', 'negative': 'frustrating', 'NNegative': 'not frustrating'}",satisfactory,positive,organization,is,14,English,1,23,Female,3,,Chrome,Mac,1117,1728,1.9776333333333334,9,Yes
12,0.96,country,"{'positive': 'interesting', 'NPositive': 'not interesting', 'negative': 'uninteresting', 'NNegative': 'not uninteresting'}",interesting,positive,organization,is,15,English,1,23,Female,3,,Chrome,Mac,1117,1728,1.9776333333333334,9,Yes
13,0.15,woman,"{'positive': 'happy', 'NPositive': 'not happy', 'negative': 'sad', 'NNegative': 'not sad'}",happy,positive,people,is,16,English,1,23,Female,3,,Chrome,Mac,1117,1728,1.9776333333333334,9,Yes
14,0.69,dorm,"{'positive': 'fair', 'NPositive': 'not fair', 'negative': 'unfair', 'NNegative': 'not unfair'}",fair,positive,organization,is not,17,English,1,23,Female,3,,Chrome,Mac,1117,1728,1.9776333333333334,9,Yes
15,0.26,university,"{'positive': 'certain', 'NPositive': 'not certain', 'negative': 'uncertain', 'NNegative': 'not uncertain'}",uncertain,negative,organization,is,18,English,1,23,Female,3,,Chrome,Mac,1117,1728,1.9776333333333334,9,Yes
16,0.89,person,"{'positive': 'satisfactory', 'NPositive': 'not satisfactory', 'negative': 'unsatisfactory', 'NNegative': 'not unsatisfactory'}",satisfactory,positive,people,is not,19,English,1,23,Female,3,,Chrome,Mac,1117,1728,1.9776333333333334,9,Yes
17,0.87,man,"{'positive': 'friendly', 'NPositive': 'not friendly', 'negative': 'unfriendly', 'NNegative': 'not unfriendly'}",friendly,positive,people,is not,20,English,1,23,Female,3,,Chrome,Mac,1117,1728,1.9776333333333334,9,Yes
18,0.96,design,"{'positive': 'good', 'NPositive': 'not good', 'negative': 'bad', 'NNegative': 'not bad'}",good,positive,organization,is,21,English,1,23,Female,3,,Chrome,Mac,1117,1728,1.9776333333333334,9,Yes
19,0.44,team,"{'positive': 'kind', 'NPositive': 'not kind', 'negative': 'mean', 'NNegative': 'not mean'}",mean,negative,people,is not,22,English,1,23,Female,3,,Chrome,Mac,1117,1728,1.9776333333333334,9,Yes
0,0.7,country,"{'positive': 'good', 'NPositive': 'not good', 'negative': 'bad', 'NNegative': 'not bad'}",bad,negative,organization,is not,3,English,0,27,Female,1,,Safari,Mac,1180,820,2.7634333333333334,10,Yes
1,0.65,design,"{'positive': 'rich', 'NPositive': 'not rich', 'negative': 'poor', 'NNegative': 'not poor'}",poor,negative,organization,is,4,English,0,27,Female,1,,Safari,Mac,1180,820,2.7634333333333334,10,Yes
2,0.25,design,"{'positive': 'useful', 'NPositive': 'not useful', 'negative': 'useless', 'NNegative': 'not useless'}",useful,positive,organization,is,5,English,0,27,Female,1,,Safari,Mac,1180,820,2.7634333333333334,10,Yes
3,0.8,woman,"{'positive': 'fair', 'NPositive': 'not fair', 'negative': 'unfair', 'NNegative': 'not unfair'}",fair,positive,people,is not,6,English,0,27,Female,1,,Safari,Mac,1180,820,2.7634333333333334,10,Yes
4,0.86,design,"{'positive': 'happy', 'NPositive': 'not happy', 'negative': 'unhappy', 'NNegative': 'not unhappy'}",unhappy,negative,organization,is,7,English,0,27,Female,1,,Safari,Mac,1180,820,2.7634333333333334,10,Yes
5,0.13,man,"{'positive': 'friendly', 'NPositive': 'not friendly', 'negative': 'unfriendly', 'NNegative': 'not unfriendly'}",unfriendly,negative,people,is,8,English,0,27,Female,1,,Safari,Mac,1180,820,2.7634333333333334,10,Yes
6,0.1,man,"{'positive': 'satisfactory', 'NPositive': 'not satisfactory', 'negative': 'frustrating', 'NNegative': 'not frustrating'}",frustrating,negative,people,is,9,English,0,27,Female,1,,Safari,Mac,1180,820,2.7634333333333334,10,Yes
7,0.41,team,"{'positive': 'tall', 'NPositive': 'not tall', 'negative': 'short', 'NNegative': 'not short'}",tall,positive,people,is not,10,English,0,27,Female,1,,Safari,Mac,1180,820,2.7634333333333334,10,Yes
8,0.26,person,"{'positive': 'polite', 'NPositive': 'not polite', 'negative': 'rude', 'NNegative': 'not rude'}",rude,negative,people,is,11,English,0,27,Female,1,,Safari,Mac,1180,820,2.7634333333333334,10,Yes
9,0.52,dorm,"{'positive': 'certain', 'NPositive': 'not certain', 'negative': 'uncertain', 'NNegative': 'not uncertain'}",certain,positive,organization,is,12,English,0,27,Female,1,,Safari,Mac,1180,820,2.7634333333333334,10,Yes
10,0.39,government,"{'positive': 'strong', 'NPositive': 'not strong', 'negative': 'weak', 'NNegative': 'not weak'}",weak,negative,organization,is not,13,English,0,27,Female,1,,Safari,Mac,1180,820,2.7634333333333334,10,Yes
11,0.64,design,"{'positive': 'lucky', 'NPositive': 'not lucky', 'negative': 'unlucky', 'NNegative': 'not unlucky'}",lucky,positive,organization,is not,14,English,0,27,Female,1,,Safari,Mac,1180,820,2.7634333333333334,10,Yes
12,0.34,woman,"{'positive': 'interesting', 'NPositive': 'not interesting', 'negative': 'uninteresting', 'NNegative': 'not uninteresting'}",interesting,positive,people,is not,15,English,0,27,Female,1,,Safari,Mac,1180,820,2.7634333333333334,10,Yes
13,0.21,group,"{'positive': 'satisfactory', 'NPositive': 'not satisfactory', 'negative': 'unsatisfactory', 'NNegative': 'not unsatisfactory'}",satisfactory,positive,people,is,16,English,0,27,Female,1,,Safari,Mac,1180,820,2.7634333333333334,10,Yes
14,0.23,group,"{'positive': 'happy', 'NPositive': 'not happy', 'negative': 'sad', 'NNegative': 'not sad'}",sad,negative,people,is,17,English,0,27,Female,1,,Safari,Mac,1180,820,2.7634333333333334,10,Yes
15,0.16,group,"{'positive': 'accurate', 'NPositive': 'not accurate', 'negative': 'inaccurate', 'NNegative': 'not inaccurate'}",inaccurate,negative,people,is not,18,English,0,27,Female,1,,Safari,Mac,1180,820,2.7634333333333334,10,Yes
16,0.47,group,"{'positive': 'long', 'NPositive': 'not long', 'negative': 'short', 'NNegative': 'not short'}",short,negative,people,is not,19,English,0,27,Female,1,,Safari,Mac,1180,820,2.7634333333333334,10,Yes
17,0.14,university,"{'positive': 'kind', 'NPositive': 'not kind', 'negative': 'mean', 'NNegative': 'not mean'}",kind,positive,organization,is,20,English,0,27,Female,1,,Safari,Mac,1180,820,2.7634333333333334,10,Yes
18,0.63,man,"{'positive': 'possible', 'NPositive': 'not possible', 'negative': 'impossible', 'NNegative': 'not impossible'}",possible,positive,people,is,21,English,0,27,Female,1,,Safari,Mac,1180,820,2.7634333333333334,10,Yes
19,0.32,university,"{'positive': 'polite', 'NPositive': 'not polite', 'negative': 'impolite', 'NNegative': 'not impolite'}",polite,positive,organization,is,22,English,0,27,Female,1,,Safari,Mac,1180,820,2.7634333333333334,10,Yes
0,0.96,university,"{'positive': 'polite', 'NPositive': 'not polite', 'negative': 'rude', 'NNegative': 'not rude'}",rude,negative,organization,is,3,english,1,33,Male,1,,Chrome,Windows,1080,1920,2.7201333333333335,11,Yes
1,1.0,country,"{'positive': 'possible', 'NPositive': 'not possible', 'negative': 'impossible', 'NNegative': 'not impossible'}",impossible,negative,organization,is,4,english,1,33,Male,1,,Chrome,Windows,1080,1920,2.7201333333333335,11,Yes
2,1.0,university,"{'positive': 'good', 'NPositive': 'not good', 'negative': 'bad', 'NNegative': 'not bad'}",good,positive,organization,is,5,english,1,33,Male,1,,Chrome,Windows,1080,1920,2.7201333333333335,11,Yes
3,1.0,university,"{'positive': 'friendly', 'NPositive': 'not friendly', 'negative': 'unfriendly', 'NNegative': 'not unfriendly'}",friendly,positive,organization,is,6,english,1,33,Male,1,,Chrome,Windows,1080,1920,2.7201333333333335,11,Yes
4,1.0,person,"{'positive': 'long', 'NPositive': 'not long', 'negative': 'short', 'NNegative': 'not short'}",short,negative,people,is,7,english,1,33,Male,1,,Chrome,Windows,1080,1920,2.7201333333333335,11,Yes
5,1.0,government,"{'positive': 'useful', 'NPositive': 'not useful', 'negative': 'useless', 'NNegative': 'not useless'}",useless,negative,organization,is not,8,english,1,33,Male,1,,Chrome,Windows,1080,1920,2.7201333333333335,11,Yes
6,1.0,design,"{'positive': 'happy', 'NPositive': 'not happy', 'negative': 'sad', 'NNegative': 'not sad'}",happy,positive,organization,is not,9,english,1,33,Male,1,,Chrome,Windows,1080,1920,2.7201333333333335,11,Yes
7,1.0,woman,"{'positive': 'interesting', 'NPositive': 'not interesting', 'negative': 'uninteresting', 'NNegative': 'not uninteresting'}",uninteresting,negative,people,is not,10,english,1,33,Male,1,,Chrome,Windows,1080,1920,2.7201333333333335,11,Yes
8,1.0,design,"{'positive': 'kind', 'NPositive': 'not kind', 'negative': 'mean', 'NNegative': 'not mean'}",kind,positive,organization,is,11,english,1,33,Male,1,,Chrome,Windows,1080,1920,2.7201333333333335,11,Yes
9,1.0,team,"{'positive': 'polite', 'NPositive': 'not polite', 'negative': 'impolite', 'NNegative': 'not impolite'}",polite,positive,people,is not,12,english,1,33,Male,1,,Chrome,Windows,1080,1920,2.7201333333333335,11,Yes
10,1.0,man,"{'positive': 'tall', 'NPositive': 'not tall', 'negative': 'short', 'NNegative': 'not short'}",short,negative,people,is,13,english,1,33,Male,1,,Chrome,Windows,1080,1920,2.7201333333333335,11,Yes
11,1.0,dorm,"{'positive': 'satisfactory', 'NPositive': 'not satisfactory', 'negative': 'frustrating', 'NNegative': 'not frustrating'}",frustrating,negative,organization,is,14,english,1,33,Male,1,,Chrome,Windows,1080,1920,2.7201333333333335,11,Yes
